,name,seller,seller_link,freq_bought,freq_bought_link,link_to_all_reviews,cover included,standing screen display size,color screen,wattage,fabric type,flash memory size,processor count,connectivity technology,mirror adjustment,pricing,size,material,brand,department,scanner resolution,is assembly required?,colour,speaker amplification type,international shipping,audio sensitivity,hardware interface,audio jack,phone standy time (with data),power source type,color,form factor,domestic shipping,oem part number,gsm frequencies,mfg recommended age,ram,wireless remote,compatible phone models,item weight,usage,manufacturer,batteries,number of component outputs,model,device interface - primary,manufacturer recommended age,signal format,warranty description,display technology,special features,output wattage,thickness,guitar pick thickness,battery type,safety rating,item package quantity,language,rated,rating,phone talk time,batteries required,is discontinued by manufacturer,specification met,width (inches),package dimensions,release date,date first available,national stock number,power source,material type,specific uses for product,max screen resolution,batteries required?,compatible devices,our recommended age,import designation,manufacturer part number,display size,operating system,included components,brand name,ASIN,weight,computer memory type,part number,model number,style,connector type,binding,color name,product dimensions,impedance,shape,connectivity technologies,additional features,height (inches),horsepower,additional product features,os,wireless communication technologies,hardware platform,warranty,finish,number of items,series,batteries included?,voltage,other display features,battery cell type,folding,item dimensions  lxwxh,item model number,best sellers rank
3101,Leaden Wireless Bluetooth MP3 Sunglasses Polarized Lenses Music Sunglasses V4.1 Stereo Handfree Headphone for iPhone Samsung Most Smartphone or PC (Black),Leaden,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2OI72RZRJ0VG4&isAmazonFulfilled=1,TechKen Sunglasses Headset Headphone Bluetooth Wireless Music Sunglasses Headsets Compatible with…,https://www.amazon.com/TechKen-Sunglasses-Headphone-Bluetooth-Compatible/dp/B071ZYTRXQ/ref=pd_bxgy_2/141-2171157-1530451?_encoding=UTF8&pd_rd_i=B071ZYTRXQ&pd_rd_r=694531a3-b7cc-46d8-a214-38c2c083ba38&pd_rd_w=Enxc5&pd_rd_wg=RyI1S&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=MWDB4C6GKC7FFSZJD4S4&psc=1&refRID=MWDB4C6GKC7FFSZJD4S4,https://www.amazon.com//Bluetooth-Polarized-Sunglasses-Headphone-Smartphone/product-reviews/B073XXGG48/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,Black,,,,,,150 hours,,,,,,,,,,,5.6 ounces,,Leaden Technology Company,1 Lithium ion batteries required.,,,,,,,,,,,,,,,,,4.0,6 Hours,,No,,,,,"June 10, 2017",,,,,,,,,,,,,,,B073XXGG48,,,,,,,,,7.48 x 3.35 x 2.95 inches,,,,"Bluetooth Pairing : Long press the middle button for about 8-10 seconds until the red light alternate with the blue light ,this means the bluetooth is in the paring status .Turn on your cellphone bluetooth ,find ""BT glasses"" device and connect it . The pairing is successful when the 2 lights stop flashing ., Turn on/off :Long press the bluetooth pause button for 5 seconds until you hear a Dumpt sound of bluetooth power on ,the bluetooth indicator flashing light on, in bluetooth power on mode , as done as turn on , until the bluetooth indicator light off , then turn offf .",,,,,,,,,,,,,Wireless,,,,LDKL-300BK,"#3 in Video Display Glasses #2,896 in Audio & Video Accessories"
3102,"NUBWO G07 2.4Ghz Ultra-Low Latency, for PC, PS4, PS5，Gaming Headphones with Fixed Mic, with 3D Surround Sound,Noise Cancelling MIC,Memory Foam Gaming Headphones, Lightweight (Xbox One in Wired Mode",WYTechnology,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3QQNYANK5AR8Y&isAmazonFulfilled=1,,,https://www.amazon.com//NUBWO-PS5%EF%BC%8CGaming-Headphones-Cancelling-Lightweight/product-reviews/B08R3CNFKZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15 pounds,,NUBWO,,,,,,,,,,,,,,,,,,5.0,,,,,,8.31 x 6.5 x 4.02 inches,,"December 21, 2020",,,,,,,,,,,,,,,B08R3CNFKZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#43,171 in Video Games ( See Top 100 in Video Games ) #1,175 in PC Game Headsets"
3103,"Over-Ear Headphones Wired with Microphone, Leather Earphones, HiFi Deep Bass and Flexible Headbands for iPhone, Android, Tablets and Notebooks",ZaxSound,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=ADZ9ROSHHB55C&isAmazonFulfilled=1,,,https://www.amazon.com//Headphones-Microphone-Earphones-Headbands-Notebooks/product-reviews/B07P6Q7GCH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2 ounces,,ZaxSound,,,,,,,,,,,,,,,,,,3.1,,,,,,,,"February 27, 2019",,,,,,,,,,,,,,,B07P6Q7GCH,,,,,,,,,5.91 x 7.87 x 3.15 inches,,,,,,,,,,,,,,,,,,,,,ZHP-555,"#2,795 in Over-Ear Headphones"
3104,"IEM Earbuds, KZ ZS10 HiFi in-Ear Headphones in Ear Monitors Earphones with Five Drivers Without Microphone (Red)",Sky Sound,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A10I1ISZ5N3Q8I&isAmazonFulfilled=1,,,https://www.amazon.com//Earbuds-KZ-Headphones-Drivers-Microphone/product-reviews/B07BPYBVXC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88 ounces,,"Shenzhen Yuanze Electronic Co., Ltd",,,,,,,,,,,,,,,,,,4.4,,,No,,,4.02 x 2.87 x 1.22 inches,,"March 26, 2018",,,,,,,,,,,,,,,B07BPYBVXC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4351524129,"#15,195 in Earbud & In-Ear Headphones"
3105,"Bluetooth Beanie Hat,Topple Wireless Superior Headphone Beanie Hat HD Stereo Earphone Speaker &Mic,Unisex Washable Men Women Winter Outdoor Fitness (TB100B-Black)",Topple INC,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AW6BF6LRFLRI9&isAmazonFulfilled=1,,,https://www.amazon.com//Bluetooth-Wireless-Headphones-hands-free-Walking-Black/product-reviews/B07569WDNJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,Unisex-child,,,TB100B-Black,,,,,Micro USB,,,,,,,,,,,,3.84 ounces,,TOPPLE,1 Lithium ion batteries required. (included),,,,,,,,,,,,,,,,,4.4,,,No,,,,,"August 27, 2017",,,,,,,,,,,,,,,B07569WDNJ,,,,,,,,,3.64 x 2.24 x 0.73 inches,,,Bluetooth,"Handfree Calling, Super HD Stereo Headphone",,,,,Bluetooth,,,,,,,,Wireless,,,,TB100B,"#2,156 in Over-Ear Headphones"
3106,Rolls PM50se Headphone Personal Amplifier,Quinn Violins and Fret Central,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1Y55IMEZIJFFY&isAmazonFulfilled=1,"HOSA Acoustic Guitar Multieffect, 3.5 mm 1/4"" TRS, 10 Feet (MHE-310)",https://www.amazon.com/Hosa-MHE-310-Headphone-Adaptor-Cable/dp/B00BGDMIOG/ref=pd_bxgy_2/143-9882783-8374269?_encoding=UTF8&pd_rd_i=B00BGDMIOG&pd_rd_r=8fb9396b-8f67-4cc8-afe8-7d2c7ac1a0e3&pd_rd_w=pL1DF&pd_rd_wg=wNaQF&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=J3ZNX9EYNMF8Z03A370H&psc=1&refRID=J3ZNX9EYNMF8Z03A370H,https://www.amazon.com//Rolls-PM50se-Headphone-Personal-Amplifier/product-reviews/B07LBXCJS3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02 pounds,,Rolls,,,,,,,,,,,,,,,,,,4.7,,,No,,,,,"December 13, 2018",,,,,,,,,,,,,,,B07LBXCJS3,,,,,,,,,3 x 2.5 x 1.25 inches,,,,,,,,,,,,,,,,,,,,,PM50se,#96 in Headphone Amps
3107,Headphone Ear Pads Cushion Replacement for Pioneer HDJ1000 HDJ2000 HDJ1500 Earpad Foam Cover 3.54inch Dia,Damex,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3528NABKVABNY&isAmazonFulfilled=1,,,https://www.amazon.com//Headphone-Cushion-Replacement-Pioneer-3-54inch/product-reviews/B00IRC5LMK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81 ounces,,Damex,,,,,,,,,,,,,,,,,,4.5,,,No,,,3.4 x 3.4 x 1.5 inches,,"March 3, 2014",,,,,,,,,,,,,,,B00IRC5LMK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8541766109,"#2,548 in Headphone Earpads"
3108,"75MM Ear Pads for JVC HA-NC80/Audio Technica ATH-S200BT/Sony MDR-NC6/Pioneer SE-MJ721/AKG Headphones (Full List Inside), Krone Kalpasmos Grey Leather Blue Dust Mat Replacement Ear Cushions (Grey&Blue)",Krone Kalpasmos,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1ZR2H3KE0V92M&isAmazonFulfilled=1,,,https://www.amazon.com//Krone-Kalpasmos-Audio-Technica-Black-Blue/product-reviews/B07JZ36VMJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,Unisex-adult,,,,,,,,,,,,,,,,,,,,0.42 ounces,,Krone Kalpasmos us,,,,,,,,,,,,,,,,,,4.2,,,No,,,,,"October 29, 2018",,,,,,,,,,,,,,,B07JZ36VMJ,,,,,,,,,2.95 x 2.95 x 0.7 inches,,,,,,,,,,,,,,,,,,,,,Grey & Blue,"#4,378 in Headphone Earpads"
3109,"USB C to 3.5mm Aux Cable, YUANBAI USB C to Aux Male Hi-Res Car Stereo Cord 6.6FT USB C Headphone Audio Cable for Google Pixel 5 4 XL 3 Samsung S20 FE Note 20 Ultra Note 10 Plus OnePlus 8 Pro 7T 7 Pro",Gsangoo,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A24IR8FVZSYWOA&isAmazonFulfilled=1,,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,1.23 ounces,,YUANBAI,,,,,,,,,,,,,,,,,,3.5,,,,,,5.47 x 3.9 x 0.51 inches,,"December 16, 2019",,,,,,,,,,,,,,,B081ZR1P3L,,,,,,,,,,,,,,,,,,,,,,,,,,Wireless,,,,,"#1,880 in Stereo 1/4-inch & 1/8-inch Jack Cables"
3110,"Travel Universal Electronics Organizer Case, Waterproof Nylon USB Cable, Hard Drive, Cell, Phone, Cord Holder, SD Card, Headphone Charger Electronics Accessory Clutter Protection Case",TaoXiong,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2VTOU84HTUSXW&isAmazonFulfilled=1,,,https://www.amazon.com//Universal-Electronics-Organizer-Waterproof-Protection/product-reviews/B073P7XBM4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2 ounces,,"chen gui jin ke ji Co.,Ltd.",,,,,,,,,,,,,,,,,,4.3,,,No,,,9.61 x 6.69 x 0.91 inches,,"July 3, 2017",,,,,,,,,,,,,,,B073P7XBM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#399 in Computer Hard Drive Bags & Cases
3111,E-repair Charging Port Headphone Jack Flex Cable Replacement for iPhone 6S Plus (5.5'') - White,E-REPAIR,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1JAD7GUO6WFL0&isAmazonFulfilled=1,Afeax Compatible with Apple iPhone Front Facing Camera Flex Cable with Sensor Proximity Light and…,https://www.amazon.com/Afeax-Compatible-Proximity-Microphone-Replacement/dp/B0796BR9FN/ref=pd_bxgy_2/136-2615424-6703804?_encoding=UTF8&pd_rd_i=B0796BR9FN&pd_rd_r=8c34d500-d2f8-49ff-a073-55e1df50877b&pd_rd_w=cEAGN&pd_rd_wg=mraKH&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=PR093SRBZH93JCETB7VG&psc=1&refRID=PR093SRBZH93JCETB7VG,https://www.amazon.com//repair-Charging-Headphone-Replacement-iPhone/product-reviews/B01ETE5QHE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,White,,,,,,,,,,,,,,,,,0.319 ounces,,E-REPAIR,,,,,,,,,,,,,,,,,,4.0,,,No,,,3.5 x 2 x 0.2 inches,,"April 26, 2016",,,,,,,,,,,,,,,B01ETE5QHE,,,,,,,,,,,,,,,,,,,,,,,,,,Wireless,,,,5647416448,"#73,222 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #3,423 in Cell Phone Replacement Parts"
3112,"Roku Premiere | HD/4K/HDR Streaming Media Player, Simple Remote and Premium HDMI Cable",,,Roku Express | HD Streaming Media Player with High Speed HDMI Cable and Simple Remote,/Roku-Express-Streaming-Media-Player/dp/B07WVFCVJN/ref=pd_bxgy_2/141-6395070-2728721?_encoding=UTF8&pd_rd_i=B07WVFCVJN&pd_rd_r=0a506bc0-c6ec-4edc-9941-7d5cc03b420a&pd_rd_w=F2ON4&pd_rd_wg=un8D1&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=CFG8XPPPTV3915JBP4J6&psc=1&refRID=CFG8XPPPTV3915JBP4J6,https://www.amazon.com//Roku-Premiere-HDR-Streaming-Player-Premium/product-reviews/B07HDBZN7Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28 ounces,,,2 AAA batteries required. (included),,,,,,,,,,,,,,,,,4.7,,,No,,,,,"September 24, 2018",,,,,,,,,,,,,,Roku,B07HDBZN7Q,,,,,,,,Black,3.3 x 1.4 x 0.7 inches,,,,,,,,,,,,,,,,,,,,,Roku Premiere 3920R,#13 in Electronics ( See Top 100 in Electronics ) #6 in Streaming Media Players
3113,"Blulu 27 Pieces Magnetic Cable Clips Cable Straps Reusable Twist Ties with Magnet for Bundling and Organizing Cables Earphone Wrap Cord for Headphones/Date USB Cable, Bookmarks, Keychains Management",Zonon,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2PBFME5B16MQU&isAmazonFulfilled=1,SMART&COOL 7.16'' | 20 Pack Reusable Silicone Strong Magnetic Cable Ties/Magnetic Twist Ties for…,https://www.amazon.com/Smart-Cool-Reusable-Organizing-Colors-20Pack/dp/B07P1XS4PX/ref=pd_bxgy_2/134-2769457-4825215?_encoding=UTF8&pd_rd_i=B07P1XS4PX&pd_rd_r=fa2034fd-47a0-4114-9306-c33876d312e7&pd_rd_w=DnGGe&pd_rd_wg=dvisb&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=YAR2684HRAPCCYXJX3FJ&psc=1&refRID=YAR2684HRAPCCYXJX3FJ,https://www.amazon.com//Blulu-Organizing-Headphones-Bookmarks-Management/product-reviews/B07YY1L21R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4 ounces,,Blulu,,,,,,,,,,,,,,,,,,3.4,,,,,,,,"October 10, 2019",,,,,,,,,,,,,,,B07YY1L21R,,,,,,,,,2.17 x 0.79 x 0.79 inches,,,,,,,,,,,,,,,,,,,,,,"#28,816 in Electronics ( See Top 100 in Electronics ) #628 in Cable Straps"
3114,Portable Hanging Neck Sports Fan - Hands Free USB Rechargeable Personal Wearable Neckband Fan Battery Operated with 3 Level Air Flow Headphone Design Cooling Head Fan Mini,XIDIAOYE,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A38MIFLXZXU1H5&isAmazonFulfilled=1,"RAYOVAC Floating LED Lantern Flashlight, 6V Battery Included, Superb Battery Life, Floats For Easy…",https://www.amazon.com/RAYOVAC-85-Lumen-Floating-Lantern-BEPLN6V-BTA/dp/B00C1UXCX4/ref=pd_bxgy_2/144-6938720-0477538?_encoding=UTF8&pd_rd_i=B00C1UXCX4&pd_rd_r=f6c658a1-132f-4c4a-817d-5a3c78bd655c&pd_rd_w=ynyzK&pd_rd_wg=Hrpg1&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=73VE1QYMY2TW9TFGJS3C&psc=1&refRID=73VE1QYMY2TW9TFGJS3C,https://www.amazon.com//Portable-Hanging-Neck-Sports-Fan/product-reviews/B08BR4M2GL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2 ounces,,XIDIAOYE,1 Lithium ion batteries required. (included),,,,,,,,,,,,,,,,,4.3,,,,,,7 x 6 x 1.14 inches,,"June 24, 2020",,,,,,,,,,,,,,,B08BR4M2GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#1,487 in USB Fans"
3115,"Ajazz DHG160 Gaming Headset PS4 Headset with 7.1 Surround Sound, DOUYU Gaming Headset w/Noise Canceling Microphone, RGB Light, Pink",Ajazz,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A8SI9CHG4LM3M&isAmazonFulfilled=1,Razer DeathAdder Essential Gaming Mouse: 6400 DPI Optical Sensor - 5 Programmable Buttons…,https://www.amazon.com/Razer-DeathAdder-Essential-Gaming-Mouse/dp/B07Y693ND1/ref=pd_bxgy_2/144-1866601-6403007?_encoding=UTF8&pd_rd_i=B07Y693ND1&pd_rd_r=4c1b3201-e227-422b-a0a8-a3ad0eb75716&pd_rd_w=xlpik&pd_rd_wg=eYvTB&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=8JSRSDNMWS8TS8BHWWGF&psc=1&refRID=8JSRSDNMWS8TS8BHWWGF,https://www.amazon.com//Headset-Surround-Canceling-Microphone-Compatible/product-reviews/B086GJXSKH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,FIRSTBLOOD ONLY GAME.,,,,,,,,,,,,Pink,,,,,,,,,1.12 pounds,,Ajazz,,,,,,,,,,,,,,,,,,4.0,,,,,,10.04 x 9.29 x 4.57 inches,,"March 27, 2020",,,,,,,,,,,,,,,B086GJXSKH,,,,,,,,,,,,,,,,,,,PC,,,,,,,,,,,DHG160,"#18,508 in Video Games ( See Top 100 in Video Games ) #595 in PC Game Headsets"
3116,"Samsung Wireless Charger DUO Pad, Fast Charge 2.0 (US Version with Warranty) - Black",sfelectronics,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1BT7PH94JGMW&isAmazonFulfilled=1,"Samsung Galaxy Buds+ Plus, True Wireless Earbuds (Wireless Charging Case Included), Black – US…",https://www.amazon.com/Samsung-Wireless-improved-Charging-included/dp/B083KVM9VW/ref=pd_bxgy_2/144-1652250-4984447?_encoding=UTF8&pd_rd_i=B083KVM9VW&pd_rd_r=2eeb668f-c237-4719-9670-f18d337d3fd1&pd_rd_w=6eCzK&pd_rd_wg=UT0fO&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=R7MYE8AT589A7MHTD4PZ&psc=1&refRID=R7MYE8AT589A7MHTD4PZ,https://www.amazon.com//Samsung-Wireless-Charger-Version-Warranty/product-reviews/B07MW4YWQ4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,13.4 ounces,,Samsung,1 Lithium ion batteries required.,,,,,,,,,,,,,,,,,4.5,,,,,,,,"February 21, 2019",,,,,,,,,,,,,Samsung Wireless Charger DUO Pad,,,,,,,,,,,6 x 8 x 2 inches,,,,,,,,,,,,,,,,,Wireless,,,,Samsung - Black,"#4,094 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #70 in Cell Phone Wireless Chargers"
3117,USB to C Dongle Headphone Jack Adapter Supports high-Definition Voice Calls and 3.5mm Type Auxiliary Audio 384khz-32bit DAC [Black 2 pcs] Suitable for Pixel 4 3 2 XL Samsung Galaxy S20 Ultra Z,FECAR,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A16NMU82TTBKFU&isAmazonFulfilled=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.352 ounces,,FECAR,,,,,,,,,,,,,,,,,,0.0,,,,,,5.28 x 3.03 x 0.16 inches,,"August 24, 2020",,,,,,,,,,,,,,,B08GKDR74K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#9,048 in Headphone Adapters"
3118,Yolispa Gaming Headset with Mic for PS4 Xbox One Stereo Surround Noise-Reduction Over Ear Headphones with Light Effect,Yolispa Direct,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1A10HFD4KEZW5&isAmazonFulfilled=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8 ounces,,Yolispa,,,,,,,,,,,,,,,,,,0.0,,,,,,,,"April 14, 2020",,,,,,,,,,,,,,,B0872ZF9XB,,,,,,,,,5.91 x 3.15 x 1.97 inches,,,,,,,,,,,,,,,,,,,,,1423186/120144AM62US0117,"#7,316 in Over-Ear Headphones"
3119,"Stereo Gaming Headset for Xbox One PS4 Phones Tablets PC - Anivia MH601 Surround Sound Over-Ear Headphones with Anti-Noise Mic,Volume Control for Laptop, Mac,Smartphone,Games -Black Blue.",SouLuxury City,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A748NPMIUF2CP&isAmazonFulfilled=1,"PS4 Gaming Headset Headphone MH601-Over Ear Setero PC Gaming Headset with Microphone,Noise Canceling…",https://www.amazon.com/SADES-Gaming-Headset-Headphones-EMMETTS/dp/B01E6U61N4/ref=pd_bxgy_2/130-7608845-8097334?_encoding=UTF8&pd_rd_i=B01E6U61N4&pd_rd_r=2d0a763c-ac7c-45e5-8d35-db9dea9de404&pd_rd_w=WBEOF&pd_rd_wg=MmnsQ&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=000C9JHFG883WFYZ1MCT&psc=1&refRID=000C9JHFG883WFYZ1MCT,https://www.amazon.com//R17-Surround-Headphones-Anti-Noise-Smartphone/product-reviews/B07K434BXH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4 ounces,,SADES,,,,,,,,,,,,,,,,,,4.3,,,No,,,,,"November 2, 2018",,,,,,,,,,,,,,,B07K434BXH,,,,,,,,,8.86 x 7.09 x 4.13 inches,,,,,,,,,,,,,,,,,,,,,R17,"#34,707 in Video Games ( See Top 100 in Video Games ) #955 in PC Game Headsets"
3120,YARENKA Replacement Audio Aux Cable Cord Wire for HyperX Cloud and HyperX Cloud Alpha Gaming headsets with Inline Mute & Volume Control (Note: No Inline Mic),Xdeal,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2KUZ8EPLWV4DP&isAmazonFulfilled=1,"Game Mic Replacement for Kingston HyperX Cloud Alpha Gaming Headset, 3.5mm Headphone Microphone Boom",https://www.amazon.com/Replacement-Kingston-Headset-Headphone-Microphone/dp/B07X337PM9/ref=pd_bxgy_2/135-2779269-0408519?_encoding=UTF8&pd_rd_i=B07X337PM9&pd_rd_r=fa72b8f9-63bd-426d-9483-c02bbcb9323a&pd_rd_w=EXioH&pd_rd_wg=kvegn&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=YHWYPVSVNB3Y7W3ZAZN0&psc=1&refRID=YHWYPVSVNB3Y7W3ZAZN0,https://www.amazon.com//YARENKA-Replacement-HyperX-headsets-Control/product-reviews/B08GS6WHYT/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3121,"Cable Clips, 3/5/7 Slots Cord Wire Management for USB Cables, Data/Charging Cable, Power Cord and Headphone Cord, Home and Office use.",DKIBBITH,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A30O8XMDW9OW72&isAmazonFulfilled=1,,,https://www.amazon.com//Management-Cables-Charging-Headphone-Office/product-reviews/B083XCNJ4V/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58 ounces,,DKIBBITH,,,,,,,,,,,,,,,,,,4.9,,,,,,6.5 x 3.5 x 0.5 inches,,"January 15, 2020",,,,,,,,,,,,,,,B083XCNJ4V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EK-003,"#169,713 in Electronics ( See Top 100 in Electronics ) #2,323 in Cable Straps"
3122,"T angxi Head-Mounted Gaming Headphone, Game Console Headset Ergonomics Phone Computer Gaming Headphone with Microphone Headset for PS4",Tangxi,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1ZS0R4YE7AG81&isAmazonFulfilled=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9 ounces,,T angxi,,,,,,,,,,,,,,,,,,2.0,,,,,,,,"June 11, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#128,205 in Video Games ( See Top 100 in Video Games ) #2,929 in PC Game Headsets"
3123,"2 in 1 Type C Audio Charging Cable Compatible with Type C Phone/Tablet, PD Charge and Play Music Simultaneously Support to Car Stereo/Speakers/Headphone with 3.5mm Audio Jack, 3.94Ft (White)",ONN shop,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A17YPHOM7H102B&isAmazonFulfilled=1,,,https://www.amazon.com//Charging-Compatible-Simultaneously-Speakers-Headphone/product-reviews/B08CY5M79X/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58 ounces,,MAXX,,,,,,,,,,,,,,,,,,3.6,,,,,,6.8 x 2.4 x 0.8 inches,,"July 14, 2020",,,,,,,,,,,,,,,B08CY5M79X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#2,931 in Stereo 1/4-inch & 1/8-inch Jack Cables"
