,name,seller,seller_link,freq_bought,freq_bought_link,link_to_all_reviews,number of usb 2.0 ports,is discontinued by manufacturer,domestic shipping,international shipping,computer memory type,department,manufacturer,additional features,brand name,material care instructions,max screen resolution,connectivity technologies,processor count,measurement system,item package quantity,hard drive rotational speed,hard drive interface,expansion,warranty description,memory speed,line size,national stock number,model,optical drive type,color,voltage,screen resolution,ASIN,assembled width,card description,language,other display features,size,ram,plug profile,product dimensions,item weight,rating,hardware platform,average battery life (in hours),pricing,light direction,os,chipset brand,display type,operating system,finish types,color screen,weight,part number,style,bulb features,best sellers rank,batteries,number of lights,item model number,contains,switch style,special features,installation method,average life,certification,wireless type,processor brand,date first available,item display height,wattage,color name,assembled height,shape,display style,batteries included?,number of items,included components,switch installation type,batteries required?,display technology,series,head style,material type,is assembly required?,power source,color temperature,colour,cover included,compatible devices,type of bulb,shade color,rear webcam resolution,shade material,specific uses,release date,connector type,flash memory size,specification met,number of usb 3.0 ports,item dimensions  lxwxh,number of pieces,graphics card ram size,folding,standing screen display size,batteries required,material,package dimensions,manufacturer part number,binding,assembled length,graphics coprocessor,brand
2148,kwmobile Monitor Cover Compatible with Apple Pro Display XDR - Dust Monitor Case Screen Display Protector - Travel Outline White/Black,KW-Commerce-US,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AMSX5DNP8SYFQ&isAmazonFulfilled=1,kwmobile Monitor Cover Compatible with Apple Pro Display XDR - Anti-Dust PC Monitor Screen Display…,https://www.amazon.com/kwmobile-Monitor-Cover-Compatible-Display/dp/B0857172N7/ref=pd_bxgy_2/145-1816564-5623330?_encoding=UTF8&pd_rd_i=B0857172N7&pd_rd_r=a11ff92b-237a-4ada-ae32-0ef3b4d025c3&pd_rd_w=DmrZN&pd_rd_wg=jKWYr&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=JZRA6JVRWHZ3A4498PKF&psc=1&refRID=JZRA6JVRWHZ3A4498PKF,https://www.amazon.com//kwmobile-Monitor-Cover-Compatible-Display/product-reviews/B08576J6QD/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,KW-Commerce,,,,,,,,,,,,,,,,,,,,,B08576J6QD,,,,,,,,12.99 x 9.45 x 0.83 inches,3.52 ounces,4.0,,,,,,,,,,,,,,,#625 in Computer Monitor Dust Covers,,,51551.02_m000836,,,,,,,,,"May 5, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2149,TNP Universal 3 Prong AC Power Cord Cable (6 Feet) NEMA 5-15P to IEC320C13 UL 18AWG Heavy Duty Right Angle Round Connector Plug Wire for 4K LCD TV Screen LED Monitor PC Computer Printer,TNP Direct,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A249WQMFP7W27G&isAmazonFulfilled=1,,,,,,,,,,TNP Products,,,,,,,,,,,,,,,,,,,125 volts,,B07FFP2Z54,,,,,6 Feet,,,7 x 7 x 1 inches,6.4 ounces,5.0,,,,,,,,,,,,SVT18_15L_C13R_6FT,,,"#5,883 in Audio & Video Power Cables",,,,,,,,,"IEC, UL, NEMA",,,"July 12, 2018",,,,,,,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2150,Conntek 06210 V-Cable 12-Inch 1 to 2 Outlet V Power Equalizer IEC 320 C13 Computer/Monitor/Projector Power Cord,,,"Hosa YIE-406 Dual IEC C13 to NEMA 5-15P Power Y Cable, 1.5 Feet",/Hosa-YIE-406-5-15P-Power-Cable/dp/B0010CNATK/ref=pd_bxgy_2/141-1950126-2443103?_encoding=UTF8&pd_rd_i=B0010CNATK&pd_rd_r=26c4a943-6e68-4f38-a8ab-ac45f3dfcf91&pd_rd_w=CnCFN&pd_rd_wg=WhXMl&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=3TK95WKWZ95FQNN2FFA5&psc=1&refRID=3TK95WKWZ95FQNN2FFA5,https://www.amazon.com//Conntek-06210-Equalizer-Computer-Projector/product-reviews/B001HB3SZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,Conntek,,,,,,,,,,,,,,,,,,,,,B001HB3SZK,,,,,,,,5.6 x 2.8 x 1.2 inches,4 ounces,5.0,,,,,,,,,,,,,,,"#8,427 in Audio & Video Power Cables",,,06210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2151,"Jovely Modern Design Smart Computer Monitor Riser Stand and Desk Storage Organizer with 4 Port USB Hub and Wireless Mouse. Notebook, Computer Screen, or Small TV Shelf for Office Desk Organization",JOVELY,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3RTRGDYC1K4LY&isAmazonFulfilled=1,,,,,No,,,,,"Shenzhen Leadfar Industry CO.,LTD",,,,,,,,,,,,,,,,,,White,,,B08HZ7PKD7,,,,,,,,22 x 8.7 x 3 inches,2.9 pounds,0.0,,,,,,,,,,,,,,,"#2,255,981 in Office Products ( See Top 100 in Office Products ) #11,346 in Monitor Arms & Monitor Stands",,,JO-2020-014,,,,,,,,,"September 14, 2020",,,,,,,,,,,,,,,Plastic,,,,,,,,,,,,,,,,,,,,,,,,,LMS-W05H,,,,JOVELY
2152,kwmobile Monitor Cover Compatible with Lenovo Yoga A940 (27) - Anti-Dust PC Monitor Screen Display Protector - Dark Grey,KW-Commerce-US,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AMSX5DNP8SYFQ&isAmazonFulfilled=1,,,,,,,,,,KW-Commerce,,,,,,,,,,,,,,,,,,,,,B07T2BCXNV,,,,,,,,12.91 x 9.25 x 0.65 inches,2.68 ounces,3.4,,,,,,,,,,,,,,,"#1,151 in Computer Monitor Dust Covers",,,49193.19_m000836,,,,,,,,,"July 19, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2153,"Mount Plus MP-T01 Single Monitor Stand | Freestanding VESA Steel Mount Base Riser fits 13 to 32 inch Screens | Adjustable Height, Tilt, Swivel, Rotation",TV Mount World,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1QP2USNLP5M40&isAmazonFulfilled=1,,,,,,,,,,Mount Plus,,,,,,,,,,,,,,,,,,,,,B08HY8TT27,,,,,,,,,6.25 pounds,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"September 13, 2020",,,,,,,,,,,,,,,Steel,,,,,,,,,,,,,,,,,,,,,,,,17 x 11 x 3.5 inches,T01,,,,Mount Plus
2154,"Western Digital 500GB WD Blue 3D NAND Internal PC SSD - SATA III 6 Gb/s, 2.5/7mm, Up to 560 MB/s - WDS500G2B0A",Technology Station,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1BG3YBVJ5HHRJ&isAmazonFulfilled=1,,,https://www.amazon.com//Blue-NAND-500GB-SSD-WDS500G2B0A/product-reviews/B073SBZ8YH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,1.0,No,,,DDR4 SDRAM,,Western Digital,,,,,,,,,,SATA 6 GB/s,,,,,,,,,,,B073SBZ8YH,,,,,,,,4 x 0.3 x 2.8 inches,1.3 ounces,4.8,PC & Mac,,,,,,,Windows,,,,,,,#8 in Internal Solid State Drives,,,WDS500G2B0A,,,,,,,,,"July 27, 2017",,,,,,,,,,,,,WESTERN DIGITAL TECHNOLOGIES,,,,,,,,,,,,,,,,500 GB,,,4 x 0.3 x 2.8 inches,,,,,,,,,,,,Western Digital
2155,"UL Listed 7 Feet 18 AWG GA Universal Power Cord (NEMA 5-15P to IEC13) for Computer Monitors, PC, Desktop, Printer, Scanner - 5 Pack",,,,,,,,,,,,Qualitech,,,,,,,,,,,,,,,,,,,,,B07V1ZY8VT,,,,,,,,,1.74 pounds,0.0,,,,,,,,,,,,,,,"#11,381 in Audio & Video Power Cables",,,,,,,,,,,,"July 8, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.23 x 8.07 x 6.42 inches,,,,,
2156,"UL Approved Right Angle 7 Feet Universal Computer Monitor Power Cord, C13 Power Cable for Monitor, PC, Desktop, Printer, Scanner, NEMA 5-15P to IEC13-5 Pack",,,,,https://www.amazon.com//Approved-Universal-Computer-Monitor-Desktop/product-reviews/B083FZHP9K/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,Qualitech,,,,,,,,,,,,,,,,,,,,,B083FZHP9K,,,,,,,,,2.34 pounds,1.0,,,,,,,,,,,,,,,"#9,623 in Audio & Video Power Cables",,,,,,,,,,,,"January 3, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.03 x 6.54 x 3.58 inches,,,,,
2157,"Mini PC, 8GB RAM 120GB ROM Mini Computer Intel Celeron J3455 Processor (up to 2.3GHz) Windows 10 Pro Desktop PC Dual HDMI Output, Support mSATA, 2.5-inch SSD, 4K, 2.4G/ 5.0G WiFi, Gigabit Ethernet",Acepc Direct,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2JATFWVC4Y3MJ&isAmazonFulfilled=1,,,https://www.amazon.com//8GB-120GB-Computer-Processor-2-5-inch/product-reviews/B08CV2VJ8N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2.0,,,,DDR3 SDRAM,,,,,,,,4.0,,,,USB 3.0,,,,,,,,Black,,,B08CV2VJ8N,,Integrated,,,,,,,1.95 pounds,4.3,PC,,,,,Intel,,Windows 10 Pro,,,,,,,"#2,962 in Computers & Accessories ( See Top 100 in Computers & Accessories ) #46 in Mini Computers",,,CeleronJ3455(8GB+120GB),,,,,,,"802.11abg, 802.11bgn, 2.4 GHz Radio Frequency",Intel,"July 13, 2020",,,,,,,,,,,,,CeleronJ3455(8GB+120GB),,,,DC,,,,,,,,,,,,,,,,,,,,,,8.8 x 6 x 2.7 inches,,,,Intel HD Graphics 500,ACEPC
2158,TPK AMERICA MM722PU018005 15 Screen LCD Monitor,,,,,,,No,,,,,TPK AMERICA,,,,1024x768 Pixels,,,,,,,,,,,,,,Black,,,B06X9SQ1PR,,,,,,,,13.5 x 10.62 x 1.77 inches,8.82 pounds,5.0,,,,,,,,,,,,,,,"#582,523 in Electronics ( See Top 100 in Electronics ) #10,053 in Computer Monitors",,,MM722PU018005,,,,,,,,,"March 29, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5 x 10.62 x 1.77 inches,,,,15 Inches,,,,,,,,TPK AMERICA
2159,"2k Webcam with Microphone Ring Light-HD Web Cam with Privacy Cover&Tripod for Desktop/Laptop/PC/MAC,Web Cameras for Computers, Skype, YouTube, Zoom, Xbox One, Studying, Conference and Video Callin",Focus On Store,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1JLAFERPNLHB8&isAmazonFulfilled=1,,,https://www.amazon.com//Microphone-Light-HD-Computers-Studying-Conference/product-reviews/B08JP8G585/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,KFF,,,,,,,,,,,,,,,,,,,,,B08JP8G585,,,,,,,,,9.6 ounces,3.6,,,,,,,,,,,,,,,#433 in Webcams,,,,,,,,,,,,"September 22, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2 x 3.1 x 2.8 inches,,,,,
2160,"WIFIGDS 24 Inch 1080p Gaming Monitor, 1920 x 1080 Screen with 2ms Speed/60Hz/250cd/m²/16.7M/1000:1 VESA Type C Desktop Display HDMI & USB Monitor for Raspberry Pi Laptop PC Smartphone PS4 Xbox Camera",WIFIGDS-US,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=ABU0MZ1H9RY81&isAmazonFulfilled=1,,,,,,,,,,WIFIGDS,,,,,,,,,,,,,,,,,,,,,B08BJVP2RT,,,,,,,,,9.98 pounds,1.0,,,,,,,,,,,,,,,"#628,718 in Electronics ( See Top 100 in Electronics )",,,,,,,,,,,,"May 5, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.09 x 17.72 x 4.02 inches,,,,,
2161,"TRENDnet 4-Port DVI KVM Switch with Audio, Manage Four PC's, Hot-Keys, USB 2.0, USB Switch, Metal Housing, Use with a DVID-D Monitor, TK-422DVK",,,,,https://www.amazon.com//TRENDnet-Hot-Keys-Housing-Monitor-TK-422DVK/product-reviews/B00GWHVKH2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2.0,No,Item can be shipped within U.S.,This item can be shipped to select countries outside of the U.S. Learn More,,,TRENDnet,,,,,,,,,,,,,,,,,,,,,B00GWHVKH2,,,,,,,,10 x 1.8 x 4.7 inches,2.1 pounds,3.6,,,,,,,,,,,,,,,#922 in KVM Switches,,,TK-422DVK,,,,,,,,,"November 18, 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 x 1.8 x 4.7 inches,,,,,,,,,,,,TRENDnet
2162,"[Apple MFi Certified] Lightning to HDMI Adapter, for iPhone 1080P HDMI Digital AV Adapter Sync Screen Connector with Charging Port, Support for iPhone 11/XS/XR/X/8/7/iPad/iPod/HD TV Monitor Projector",DINGSHUAIJIE,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1GQDGM6J5T5ND&isAmazonFulfilled=1,"AgoKud 2 in 1 Wireless Charger, Wireless Charging Pad for iPhone 12/12 Pro Max/11/XR/AirPods Pro/2…",https://www.amazon.com/AgoKud-Wireless-Charger-Charging-Magnetic/dp/B08QRPT8ZK/ref=pd_bxgy_2/136-6341736-7442203?_encoding=UTF8&pd_rd_i=B08QRPT8ZK&pd_rd_r=2b81e815-80a4-442d-9ef1-043c9f7c98a0&pd_rd_w=JZOGv&pd_rd_wg=IrLja&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=RNKR3RQ5NR467HYTPW1N&psc=1&refRID=RNKR3RQ5NR467HYTPW1N,https://www.amazon.com//Certified-Lightning-Connector-Charging-Projector/product-reviews/B08MFKWP4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,Belcompany,,,,,,,,,,,,,,,,,,White,,,B08MFKWP4J,,,,,,,,,0.81 ounces,3.2,,,,,,,,,,,,,,,"#265 in DVI-HDMI Adapters #4,048 in Computer Cables & Interconnects",,,,,,,,,,,,"November 8, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5 x 2 x 0.3 inches,,,,,Belcompany
2163,"Compatible with Raspberry Pi Touchscreen 5inch DSI LCD Touch Screen 800×480 Resolution TFT LCD Display Monitor for Raspberry Pi Model 4B/3B+/3A+/3B/2B/B+/A+,CM3/3+",Ethink,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2SA28G0M1VPHD&isAmazonFulfilled=1,,,,,,,,,,waveshare,,,,,,,,,,,,,,,,,,,,,B08J821VQK,,,,,,,,,5.6 ounces,0.0,,,,,,,,,,,,,,,"#1,933 in Single Board Computers (Computers & Accessories)",,,5inch DSI Display for Pi,,,,,,,,,"September 17, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.72 x 3.94 x 1.57 inches,,,,,
2164,"Ballucci Monitor Stand Riser, 12.6 Inch, Wooden Opening 2-Tier Shelf, Desk Paper Mail Letter Organizer Stand, for Laptop Notebook Computer Tablet, White",Ballucci Design,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2CNCJI48RQZ0U&isAmazonFulfilled=1,,,https://www.amazon.com//Ballucci-Monitor-Organizer-Notebook-Computer/product-reviews/B08KRG3KWY/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,Ballucci,,,,,,,,,,,,,,,,,,White,,,B08KRG3KWY,,,,,2 Tier,,,12.6 x 9.25 x 5.25 inches,2.39 pounds,4.8,,,,,,,,,,,,,,,"#13,303 in Office Products ( See Top 100 in Office Products ) #22 in File Folder Racks & File Folder Holders #36 in Office Racks & Displays #104 in Drawer Organizers",,,,,,,,,,,,"September 30, 2020",,,,,,,,,,,,,,,"Medium density fiberboard, Wood, Paper",,,,,,,,,,,,,,,,,,,,,,,,,00089,,,,Ballucci
2165,Kenowa Portable Monitor 15.6 Inch Computer Display 1920x1080 USB C Monitor Second Screen Full HD IPS HDMI Type C for Mini PC Laptop MAC Raspberry pi Gaming PS4 Xbox 178° Viewing Angle Built in Speaker,KENUOHUA,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AIMWKV75LP18B&isAmazonFulfilled=1,,,https://www.amazon.com//Kenowa-Portable-Computer-1920x1080-Raspberry/product-reviews/B082W5YBDB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,Kenowa,,,,,,,,,,,,,,,,,,,,,B082W5YBDB,,,,,,,,,1.7 pounds,2.9,,,,,,,,,,,,,,,"#256,436 in Electronics ( See Top 100 in Electronics ) #5,368 in Computer Monitors",,,us-HD15601-1USB-C,,,,,,,,,"December 18, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3 x 11.6 x 2.5 inches,,,,,
2166,"[Apple MFi Certified] Lightning to HDMI Digital AV Adapter,Compatible with iPhone iPad 1080P Video & Audio Sync Screen Converter AV Adapter with Charging Port for iPhone to HD TV/Projector/Monitor",ZHENGANG,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AC25GJ0XMGGHP&isAmazonFulfilled=1,,,https://www.amazon.com//Certified-Lightning-Compatible-Converter-Projector/product-reviews/B08RC5VH52/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,Belcompany,,,,,,,,,,,,,,,,,,,,,B08RC5VH52,,,,,,,,,0.317 ounces,3.1,,,,,,,,,,,,,,,"#560 in DVI-HDMI Adapters #10,593 in Computer Cables & Interconnects",,,,,,,,,,,,"December 27, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5 x 4.21 x 0.43 inches,,,,,
2167,"Cuifati 7 inch Portable Touchscreen Monitor for Raspberry Pi,Resistive Standard Screen,High Definition LCD Display,7 Resistive Standard Screen for Raspberry Pi",,,,,,,,,,,,Cuifati,,,,,,,,,,,,,,,,,,,,,B08C6ZW7ZK,,,,,,,,6.5 x 3.94 x 0.12 inches,6.1 ounces,1.0,,,,,,,,,,,,,,,"#258,790 in Electronics ( See Top 100 in Electronics ) #5,401 in Computer Monitors",,,,,,,,,,,,"July 2, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2168,Planar Systems 998-1443-00 Pzn2410 24In LED LCD FHD IPS HDMI DP Spk,,,,,,2.0,,,,,,Planar Systems,,,,1920 x 1080,,,,,,,,,,,,,,Black,,1920 x 1080 pixels,B07WXHZLHH,,,,,,,,,7.5 pounds,0.0,,,,,,,,,,,,,,,"#422,634 in Electronics ( See Top 100 in Electronics ) #7,878 in Computer Monitors",,,998-1443-00,,,,,,,,,"August 23, 2019",,,,,,,,,,,,,PZN2410,,,,,,,,,,,,,,,,,,,,,,,24 Inches,,,,,,,,Planar Systems
2169,"LENTION USB C to 4K HDMI Digital AV Adapter Compatible 2020-2016 MacBook Pro 13/15/16, New Mac Air/iPad Pro/Surface, Chromebook, Samsung S20/S10/S9/S8/Plus/Note 10/9/8, More (CB-4KHDMI, Rose Gold)",Lention,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2262GNYSYNTAZ&isAmazonFulfilled=1,,,https://www.amazon.com//LENTION-Digital-Compatible-Thunderbolt-Chromebook/product-reviews/B07WW483WK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,No,,,,,LENTION,,,,,,,,,,,,,,,,,,,,,B07WW483WK,,,,,,,,,1.13 ounces,4.4,,,,,,,,,,,,,,,"#255 in DVI-HDMI Adapters #3,887 in Computer Cables & Interconnects",,,,,,,,,,,,"September 16, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.72 x 4.53 x 0.59 inches,,,,,
2170,"Beelink U57 Mini PC Windows 10 Pro Desktop Computer Intel Core i5-5257u (up to 3.10 GHz) 8GB RAM 128GB SSD, 2.4G/5G WiFi, Gigabit Ethernet, BT4.2, Dual HDMI, Expandable 2.5-inch HDD 1TB SSD",Xuri-Beelink,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=ABXLJKP5YHZSK&isAmazonFulfilled=1,,,https://www.amazon.com//Beelink-U57-Computer-i5-5257u-Expandable/product-reviews/B08CR8WHD9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2.0,,,,DDR3 SDRAM,,,,,,"2560 x 1600, 3840 x 2160",,2.0,,,,USB 3.0,,,1600 MHz,,,,,,,,B08CR8WHD9,,,,,,,,4.88 x 4.45 x 1.61 inches,1.78 pounds,4.4,PC,,,,,Intel,,Windows 10 Pro,,,,,,,"#7,988 in Computers & Accessories ( See Top 100 in Computers & Accessories ) #167 in Mini Computers",,,Beelink U57,,,,,,,"5.8 GHz Radio Frequency, Bluetooth, 2.4 GHz Radio Frequency",Intel,"July 10, 2020",,,,,,,,,,,,,Intel HD,,,,"Input: 100-240V AC, 50/60Hz , Output: DC12V 3A",,,,,,,,,,,,128 GB,,,4.88 x 4.45 x 1.61 inches,,8.00,,,,,,,,,Intel® HD Graphics 6100,Beelink
2171,BTS Tinytan Monitor Figure TinyTAN-RFG-A-SUGA,Higoodseller,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A21KXLYVFNMDYX&isAmazonFulfilled=1,,,,,,,,,,Royche,,,,,,,,,,,,,,,,,,,,,B08V8SW6RR,,,,,,,,,1.83 ounces,0.0,,,,,,,,,,,,,,,"#1,427 in Computer Monitor Accessories",,,,,,,,,,,,"January 28, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.74 x 2.6 x 2.24 inches,,,,,
2172,"HDMI to DVI Cable, CableCreation 6.6 Feet Bi-Directional HDMI Male to DVI(24+1) Male Braid Cable, Support 1080P for Raspberry Pi, Roku, Xbox One, PS4, PS3, Laptop, Blue-ray, Nintendo Switch etc",CableCreation,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A21TE5CLHZDYA7&isAmazonFulfilled=1,,,,,,,,,,CableCreation,,,,,,,,,,,,,,,,,,,,,B08K7J5DKY,,,,,,,,,4.3 ounces,4.6,,,,,,,,,,,,,,,"#1,476 in DVI-HDMI Adapters #34,889 in Computer Cables & Interconnects",,,CC1050,,,,,,,,,"December 20, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.17 x 5.94 x 0.91 inches,,,,,
2173,3M Anti-Glare Filter for 24 Widescreen Monitor (AG240W9B),,,,,https://www.amazon.com//3M-Anti-Glare-Widescreen-Monitor-AG240W9B/product-reviews/B01A3JY9CC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,No,,,,,スリーエム(3M),,,,,,,,,,,,,,,,,,Clear,,,B01A3JY9CC,,,,,,,,21.75 x 0.13 x 14.5 inches,1.6 ounces,3.5,,,,,,,,,,,,,,,"#48,899 in Computers & Accessories ( See Top 100 in Computers & Accessories ) #327 in Laptop Screen Filters",,,AG240W9B,,,,,,,,,"January 2, 2016",,,,,,,,,,,,,AG240W9B,,,,,,,,,,,,,,,,,,,21.75 x 0.13 x 14.5 inches,,,,24 Inches,,,,,,,,3M
2174,"ÜnnLInk USB C to HDMI Adapter, USB Type C Adapter Multiport AV Converter with 4K HDMI Output, USB 3.0 Port and USB-C Charging Port",Youlian,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2JQGRWKV32VWE&isAmazonFulfilled=1,,,https://www.amazon.com//%C3%9CnnLInk-Adapter-Multiport-Converter-Charging/product-reviews/B083K914C7/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,ÜnnLInk,,,,,,,,,,,,,,,,,,,,,B083K914C7,,,,,,,,3.94 x 2.76 x 1.18 inches,3.52 ounces,4.5,,,,,,,,,,,,,,,"#1,596 in DVI-HDMI Adapters #38,087 in Computer Cables & Interconnects",,,,,,,,,,,,"August 20, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2175,"HDMI to DVI Cable,LANDEOSEN DVI to HDMI Adapter 10ft High Speed Bi-Directional Nylon Braided HDMI Male to DVI-D 24+1 Male Support 1080P Full HD Compatible with Roku,PS3/4,Blu-ray,Laptop-Gray",WeiduUS,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A25KUEUCJXDA4K&isAmazonFulfilled=1,"Benfei DisplayPort to DVI 10 Feet Cable, Display Port to DVI-D Male to Male Adapter Gold-Plated Cord…",https://www.amazon.com/Benfei-DisplayPort-Display-Adapter-Gold-Plated/dp/B06WD33P34/ref=pd_bxgy_2/136-1157111-0747357?_encoding=UTF8&pd_rd_i=B06WD33P34&pd_rd_r=5407959c-2301-41d0-aee0-a123491ef32e&pd_rd_w=aOtSC&pd_rd_wg=CZEuC&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=BWDBCWWN4TBWWBNHEZ50&psc=1&refRID=BWDBCWWN4TBWWBNHEZ50,https://www.amazon.com//LANDEOSEN-Adapter-Bi-Directional-Compatible-Laptop-Gray/product-reviews/B08H8M1NV6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,LANDEOSEN,,,,,,,,,,,,,,,,,,,,,B08H8M1NV6,,,,,,,,,2.82 ounces,4.6,,,,,,,,,,,,,,,"#908 in DVI-HDMI Adapters #19,996 in Computer Cables & Interconnects",,,,,,,,,,,,"September 2, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8 x 3.54 x 0.75 inches,,,,,
2176,"23 Inch computer privacy screen & anti glare protector for eyes, Fits 23 Screens as Desktop Computer Monitors, Mac, Mackbooks and Laptop Screens, widescreen anti spy privacy filter for Your Screen",,,,,,,No,,,,,Ivation,,,,,,,,,,,,,,,,,,,,,B073V8BNRL,,,,,,,,,8 ounces,0.0,,,,,,,,,,,,,,,#645 in Computer Screen Protectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,22.01 x 13.5 x 0.04 inches,,,,,
